,type_of_property,subtype_of_property,bedrooms,bathrooms,region,province,postal_code,floor,living_area,state_of_property,year_of_construction,facade_count,heating,kitchen,epc_score,price,garden,terrace,neighborhood_type,fireplace,rooms,furnished,pools,age_of_property
4393,HOUSE,HOUSE,6,,Wallonie,Liège,4020,,185.0,TO_BE_DONE_UP,,2.0,unknown,NOT_INSTALLED,D,320000,,50.0,unknown,True,,False,False,
4394,HOUSE,APARTMENT_BLOCK,8,4.0,Flandres,Brabant Flamand,1930,,512.0,GOOD,1999.0,2.0,GAS,INSTALLED,unknown,1100000,,,unknown,True,,False,False,24.0
4395,HOUSE,APARTMENT_BLOCK,4,3.0,Flandres,Brabant Flamand,1700,,264.0,TO_RENOVATE,,4.0,GAS,unknown,E,599000,,,unknown,True,,False,False,
4396,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2550,,171.0,GOOD,1949.0,2.0,GAS,INSTALLED,B,459000,,,unknown,True,,False,False,74.0
4397,HOUSE,TOWN_HOUSE,5,2.0,Flandres,Brabant Flamand,1500,,200.0,GOOD,1964.0,2.0,GAS,INSTALLED,B,465000,,,unknown,True,,False,False,59.0
4398,HOUSE,MIXED_USE_BUILDING,3,1.0,Flandres,Anvers,2640,,265.0,TO_BE_DONE_UP,1899.0,2.0,GAS,unknown,unknown,525000,,,unknown,True,,False,False,124.0
4399,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2610,,170.0,TO_BE_DONE_UP,,4.0,GAS,SEMI_EQUIPPED,F,597000,,,unknown,True,,False,False,
4400,HOUSE,MIXED_USE_BUILDING,5,4.0,Flandres,Anvers,2640,,497.0,GOOD,1954.0,2.0,GAS,INSTALLED,unknown,949500,,,unknown,True,,False,False,69.0
4401,HOUSE,TOWN_HOUSE,3,1.0,Flandres,Anvers,2650,,160.0,GOOD,1965.0,2.0,GAS,INSTALLED,C,379000,140.0,,unknown,True,,False,False,58.0
4402,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2610,,180.0,GOOD,1932.0,2.0,GAS,SEMI_EQUIPPED,C,374000,,40.0,unknown,True,,False,False,91.0
4403,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2150,,123.0,TO_RENOVATE,1934.0,2.0,unknown,unknown,F,225000,,,unknown,True,,False,False,89.0
4404,HOUSE,TOWN_HOUSE,4,1.0,Flandres,Anvers,2610,,205.0,GOOD,1958.0,2.0,GAS,INSTALLED,C,549000,91.0,,unknown,True,,False,False,65.0
4405,HOUSE,TOWN_HOUSE,2,1.0,Flandres,Anvers,2640,,105.0,GOOD,1959.0,2.0,GAS,INSTALLED,C,342000,,,unknown,True,,False,False,64.0
4406,HOUSE,MIXED_USE_BUILDING,5,3.0,Flandres,Anvers,2550,,619.0,GOOD,1972.0,4.0,GAS,INSTALLED,B,1100000,,60.0,unknown,True,,False,False,51.0
4407,HOUSE,VILLA,3,1.0,Flandres,Anvers,2550,,189.0,GOOD,1934.0,4.0,GAS,INSTALLED,D,685000,,,unknown,True,,False,False,89.0
4408,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2000,6.0,147.0,AS_NEW,2022.0,3.0,unknown,HYPER_EQUIPPED,A,910000,,13.0,URBAN,False,,False,False,1.0
4409,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2550,,150.0,TO_RENOVATE,1953.0,2.0,unknown,SEMI_EQUIPPED,F,349000,,,unknown,True,,False,False,70.0
4410,APARTMENT,APARTMENT,2,1.0,Flandres,Brabant Flamand,1700,1.0,81.0,AS_NEW,2023.0,,unknown,USA_HYPER_EQUIPPED,unknown,304020,,13.0,URBAN,False,,False,False,0.0
4411,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2550,,277.0,GOOD,1967.0,3.0,GAS,INSTALLED,C,459000,,,unknown,True,,False,False,56.0
4412,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2640,,182.0,TO_RENOVATE,1963.0,3.0,FUELOIL,INSTALLED,E,429000,,,unknown,True,,False,False,60.0
4413,APARTMENT,APARTMENT,3,2.0,Flandres,Anvers,2018,1.0,131.0,unknown,1948.0,2.0,FUELOIL,SEMI_EQUIPPED,C,399000,,15.0,URBAN,False,,False,False,75.0
4414,APARTMENT,APARTMENT,3,2.0,Flandres,Anvers,2600,1.0,131.0,unknown,1948.0,2.0,FUELOIL,SEMI_EQUIPPED,C,399000,,15.0,URBAN,False,,False,False,75.0
4415,APARTMENT,APARTMENT,3,1.0,Flandres,Anvers,2650,2.0,105.0,AS_NEW,1974.0,2.0,unknown,unknown,A,339900,,7.0,unknown,False,,False,False,49.0
4416,APARTMENT,TRIPLEX,2,1.0,Flandres,Anvers,2018,0.0,104.0,AS_NEW,,2.0,GAS,unknown,A,370000,,,unknown,False,,False,False,
4417,HOUSE,HOUSE,5,,Wallonie,Brabant Wallon,1300,,420.0,unknown,2009.0,4.0,GAS,USA_HYPER_EQUIPPED,B,895000,,60.0,unknown,True,,False,False,14.0
4418,APARTMENT,APARTMENT,2,1.0,Wallonie,Hainaut,7500,2.0,59.0,GOOD,1970.0,2.0,ELECTRIC,INSTALLED,D,99000,,,unknown,False,,False,False,53.0
4419,HOUSE,HOUSE,3,2.0,Wallonie,Brabant Wallon,1325,,400.0,TO_RENOVATE,,,unknown,unknown,F,355000,,,unknown,True,,False,False,
4420,HOUSE,HOUSE,3,,Wallonie,Brabant Wallon,1325,,150.0,TO_RENOVATE,,3.0,unknown,unknown,unknown,195000,,,unknown,True,,False,False,
4421,HOUSE,HOUSE,4,1.0,Wallonie,Namur,5030,,174.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,450000,,,unknown,True,,False,False,13.0
4422,HOUSE,HOUSE,3,,Wallonie,Brabant Wallon,1325,,150.0,TO_RENOVATE,,4.0,unknown,unknown,unknown,205000,,,unknown,True,,False,False,
4423,HOUSE,HOUSE,3,,Wallonie,Brabant Wallon,1390,,160.0,TO_RENOVATE,,4.0,unknown,unknown,G,299000,,,unknown,True,,False,False,
4424,HOUSE,HOUSE,4,1.0,Wallonie,Namur,5030,,238.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,530000,,,unknown,True,,False,False,13.0
4425,HOUSE,HOUSE,5,1.0,Wallonie,Namur,5030,,268.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,525000,,,unknown,True,,False,False,13.0
4426,HOUSE,HOUSE,4,1.0,Wallonie,Namur,5030,,270.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,570000,,,unknown,True,,False,False,13.0
4427,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1325,,210.0,unknown,,,FUELOIL,SEMI_EQUIPPED,C,635000,,,unknown,True,,False,False,
4428,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1457,,174.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,450000,,,unknown,True,,False,False,13.0
4429,HOUSE,COUNTRY_COTTAGE,3,1.0,Wallonie,Namur,5640,,275.0,JUST_RENOVATED,,4.0,unknown,unknown,D,495000,,,unknown,True,,False,False,
4430,HOUSE,HOUSE,5,1.0,Wallonie,Brabant Wallon,1457,,268.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,525000,,,unknown,True,,False,False,13.0
4431,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1450,,174.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,450000,,,unknown,True,,False,False,13.0
4432,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1457,,238.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,530000,,,unknown,True,,False,False,13.0
4433,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1457,,270.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,570000,,,unknown,True,,False,False,13.0
4434,HOUSE,HOUSE,5,1.0,Wallonie,Brabant Wallon,1450,,268.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,525000,,,unknown,True,,False,False,13.0
4435,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1450,,270.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,570000,,,unknown,True,,False,False,13.0
4436,HOUSE,HOUSE,5,3.0,Wallonie,Brabant Wallon,1325,,261.0,JUST_RENOVATED,,4.0,FUELOIL,INSTALLED,C,790000,,,unknown,True,,False,False,
4437,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1450,,238.0,unknown,2010.0,2.0,FUELOIL,INSTALLED,B,530000,,,unknown,True,,False,False,13.0
4438,HOUSE,HOUSE,3,1.0,Wallonie,Brabant Wallon,1325,,220.0,unknown,,4.0,GAS,unknown,unknown,818000,,,unknown,True,,False,False,
4439,HOUSE,EXCEPTIONAL_PROPERTY,5,4.0,Wallonie,Brabant Wallon,1300,,380.0,TO_BE_DONE_UP,1974.0,4.0,FUELOIL,INSTALLED,C,820000,,,unknown,True,,False,False,49.0
4440,HOUSE,VILLA,6,1.0,Wallonie,Brabant Wallon,1410,,300.0,unknown,1975.0,4.0,GAS,HYPER_EQUIPPED,C,845000,,,unknown,True,,False,False,48.0
4441,HOUSE,HOUSE,3,1.0,Wallonie,Brabant Wallon,1315,,125.0,unknown,2001.0,4.0,ELECTRIC,INSTALLED,E,395000,800.0,35.0,unknown,True,,False,False,22.0
4442,HOUSE,HOUSE,6,,Wallonie,Brabant Wallon,1325,,360.0,TO_RENOVATE,,4.0,unknown,unknown,unknown,475000,,,unknown,True,,False,False,
4443,HOUSE,APARTMENT_BLOCK,3,,Wallonie,Brabant Wallon,1300,,106.0,TO_BE_DONE_UP,,3.0,GAS,unknown,F,255000,,,unknown,True,,False,False,
4444,HOUSE,VILLA,4,1.0,Wallonie,Hainaut,7548,,,unknown,1971.0,4.0,FUELOIL,unknown,D,289000,,,unknown,True,,False,False,52.0
4445,HOUSE,HOUSE,2,1.0,Wallonie,Namur,5000,,190.0,GOOD,1973.0,3.0,FUELOIL,unknown,F,299000,,30.0,unknown,True,,False,False,50.0
4446,HOUSE,HOUSE,2,1.0,Wallonie,Namur,5330,,190.0,GOOD,1973.0,3.0,FUELOIL,unknown,F,299000,,30.0,unknown,True,,False,False,50.0
4447,APARTMENT,APARTMENT,1,,Bruxelles,Bruxelles,1030,12.0,60.0,unknown,1976.0,2.0,unknown,unknown,B,210000,,12.0,unknown,True,,False,False,47.0
4448,HOUSE,HOUSE,3,1.0,Wallonie,Brabant Wallon,1390,,220.0,unknown,,4.0,GAS,unknown,unknown,818000,,,unknown,True,,False,False,
4449,APARTMENT,APARTMENT,2,,Wallonie,Namur,5030,2.0,91.0,AS_NEW,,,GAS,unknown,unknown,335453,,8.0,unknown,False,,False,False,
4450,APARTMENT,APARTMENT,1,1.0,Bruxelles,Bruxelles,1200,2.0,60.0,TO_RENOVATE,,,unknown,NOT_INSTALLED,D,180000,,6.0,unknown,False,,False,False,
4451,APARTMENT,APARTMENT,2,,Wallonie,Namur,5030,2.0,106.0,AS_NEW,,,GAS,unknown,unknown,392959,,14.0,unknown,False,,False,False,
4452,APARTMENT,APARTMENT,2,,Wallonie,Namur,5030,2.0,90.0,AS_NEW,,,GAS,unknown,unknown,317242,,14.0,unknown,False,,False,False,
4453,APARTMENT,APARTMENT,1,1.0,Flandres,Anvers,2600,3.0,62.0,GOOD,,2.0,GAS,INSTALLED,B,285000,,,URBAN,False,,True,False,
4454,APARTMENT,DUPLEX,3,2.0,Flandres,Anvers,2000,2.0,114.0,AS_NEW,,2.0,GAS,INSTALLED,B,359000,,,URBAN,False,,False,False,
4455,APARTMENT,APARTMENT,3,,Wallonie,Namur,5030,0.0,132.0,AS_NEW,,,GAS,unknown,unknown,409252,150.0,46.0,unknown,False,,False,False,
4456,APARTMENT,APARTMENT,2,,Wallonie,Namur,5030,2.0,106.0,AS_NEW,,,GAS,unknown,unknown,349829,,14.0,unknown,False,,False,False,
4457,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2440,2.0,116.0,GOOD,1967.0,3.0,FUELOIL,INSTALLED,C,219000,,,URBAN,False,,False,False,56.0
4458,APARTMENT,PENTHOUSE,3,2.0,Flandres,Anvers,2018,0.0,198.0,unknown,2022.0,,GAS,HYPER_EQUIPPED,unknown,975000,,80.0,unknown,False,,False,False,1.0
4459,APARTMENT,APARTMENT,2,,Wallonie,Namur,5030,3.0,85.0,AS_NEW,,,unknown,unknown,unknown,272196,,14.0,COUNTRY,False,,False,False,
4460,HOUSE,HOUSE,3,,Bruxelles,Bruxelles,1030,,180.0,unknown,,2.0,unknown,INSTALLED,unknown,449000,75.0,,unknown,False,,False,False,
4461,APARTMENT,APARTMENT,2,,Wallonie,Namur,5030,0.0,81.0,AS_NEW,,,unknown,unknown,unknown,267404,149.0,76.0,COUNTRY,False,,False,False,
4462,HOUSE,EXCEPTIONAL_PROPERTY,1,,Wallonie,Liège,4180,,,GOOD,,4.0,FUELOIL,INSTALLED,unknown,695000,,,unknown,False,,False,False,
4463,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2830,,130.0,TO_RENOVATE,1964.0,4.0,GAS,SEMI_EQUIPPED,F,385000,,7.0,unknown,True,,False,False,59.0
4464,HOUSE,VILLA,3,1.0,Wallonie,Hainaut,7030,,110.0,GOOD,,4.0,GAS,INSTALLED,E,280000,550.0,26.0,unknown,False,,False,False,
4465,HOUSE,APARTMENT_BLOCK,9,5.0,Bruxelles,Bruxelles,1080,,,GOOD,,2.0,GAS,unknown,unknown,770000,,1.0,URBAN,False,,False,False,
4466,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2870,,,TO_BE_DONE_UP,,,unknown,unknown,F,205000,70.0,,unknown,False,,False,False,
4467,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2610,,208.0,TO_RENOVATE,,3.0,FUELOIL,SEMI_EQUIPPED,F,430000,,,unknown,True,,False,False,
4468,HOUSE,EXCEPTIONAL_PROPERTY,4,2.0,Bruxelles,Bruxelles,1040,,230.0,TO_BE_DONE_UP,1917.0,2.0,GAS,SEMI_EQUIPPED,G,645000,,25.0,RESIDENTIAL,False,,False,False,106.0
4469,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9200,,180.0,AS_NEW,,,GAS,unknown,D,385000,750.0,,COUNTRY,False,,False,False,
4470,HOUSE,HOUSE,2,,Wallonie,Brabant Wallon,1480,,125.0,unknown,1962.0,3.0,unknown,unknown,D,235000,135.0,15.0,unknown,True,,False,False,61.0
4471,HOUSE,TOWN_HOUSE,3,1.0,Flandres,Anvers,2070,,179.0,AS_NEW,1964.0,,GAS,unknown,E,335000,,,unknown,False,,False,False,59.0
4472,HOUSE,HOUSE,4,,Flandres,Brabant Flamand,3020,,245.0,unknown,,,unknown,unknown,A,610000,,,unknown,False,,False,False,
4473,HOUSE,VILLA,4,2.0,Flandres,Brabant Flamand,3120,,207.0,AS_NEW,2002.0,,unknown,unknown,C,595000,,,unknown,False,,False,False,21.0
4474,HOUSE,APARTMENT_BLOCK,5,1.0,Bruxelles,Bruxelles,1150,,260.0,GOOD,1913.0,2.0,GAS,unknown,F,849000,,7.0,unknown,False,,False,False,110.0
4475,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9473,,,TO_RENOVATE,1966.0,,FUELOIL,INSTALLED,E,265000,,,unknown,False,,False,False,57.0
4476,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9940,,186.0,unknown,,4.0,unknown,unknown,unknown,574200,,,unknown,False,,False,False,
4477,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9300,,96.0,unknown,,,GAS,INSTALLED,C,210000,,,unknown,False,,False,False,
4478,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9190,,,AS_NEW,1999.0,,unknown,unknown,B,415000,,,COUNTRY,False,,False,False,24.0
4479,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9500,,181.0,AS_NEW,1932.0,,PELLET,INSTALLED,E,269000,,,COUNTRY,False,,False,False,91.0
4480,HOUSE,HOUSE,3,1.0,Wallonie,Liège,4020,,,JUST_RENOVATED,,2.0,GAS,SEMI_EQUIPPED,unknown,199000,1.0,,unknown,False,,False,False,
4481,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8000,,,AS_NEW,,,GAS,unknown,E,388000,,,unknown,False,,False,False,
4482,HOUSE,HOUSE,6,3.0,Bruxelles,Bruxelles,1060,,300.0,TO_BE_DONE_UP,,2.0,unknown,HYPER_EQUIPPED,G,520000,,,RESIDENTIAL,False,,False,False,
4483,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9100,,,JUST_RENOVATED,,,unknown,unknown,C,359000,,,URBAN,False,,False,False,
4484,HOUSE,VILLA,3,1.0,Flandres,Flandre Occidentale,8480,,,AS_NEW,2024.0,,unknown,unknown,unknown,380000,,,unknown,False,,False,False,-1.0
4485,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8480,,,AS_NEW,2023.0,,unknown,unknown,unknown,299000,,,unknown,False,,False,False,0.0
4486,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8830,,250.0,TO_RENOVATE,1970.0,,unknown,unknown,C,315000,,,URBAN,False,,False,False,53.0
4487,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2230,,,unknown,,,unknown,unknown,B,379000,,,unknown,False,,False,False,
4488,HOUSE,MIXED_USE_BUILDING,4,1.0,Wallonie,Hainaut,7860,,187.0,TO_RENOVATE,,2.0,GAS,unknown,G,159000,,,URBAN,False,,False,False,
4489,HOUSE,APARTMENT_BLOCK,8,3.0,Wallonie,Hainaut,7860,,238.0,unknown,,3.0,GAS,unknown,E,275000,,,URBAN,False,,False,False,
4490,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9750,,165.0,unknown,1996.0,4.0,GAS,unknown,D,398500,,,unknown,False,,False,False,27.0
4491,APARTMENT,APARTMENT,1,1.0,Bruxelles,Bruxelles,1060,4.0,65.0,JUST_RENOVATED,1955.0,2.0,GAS,HYPER_EQUIPPED,unknown,269000,,,URBAN,False,,False,False,68.0
4492,APARTMENT,APARTMENT,1,1.0,Wallonie,Brabant Wallon,1410,4.0,60.0,GOOD,1970.0,,GAS,USA_SEMI_EQUIPPED,B,260000,,15.0,unknown,False,,False,False,53.0
4493,APARTMENT,DUPLEX,1,1.0,Bruxelles,Bruxelles,1050,0.0,139.0,GOOD,,2.0,GAS,USA_HYPER_EQUIPPED,G,460000,57.0,38.0,URBAN,False,,False,False,
4494,APARTMENT,APARTMENT,1,1.0,Bruxelles,Bruxelles,1070,0.0,84.0,TO_RENOVATE,1910.0,2.0,GAS,NOT_INSTALLED,G,185000,,5.0,URBAN,False,,False,False,113.0
4495,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1180,1.0,105.0,JUST_RENOVATED,1960.0,,GAS,HYPER_EQUIPPED,D,385000,,,unknown,False,,False,False,63.0
4496,APARTMENT,DUPLEX,2,1.0,Wallonie,Luxembourg,6940,1.0,145.0,AS_NEW,2012.0,2.0,unknown,HYPER_EQUIPPED,B,295000,,50.0,COUNTRY,False,,False,False,11.0
4497,APARTMENT,APARTMENT,2,2.0,Flandres,Anvers,2070,0.0,89.0,GOOD,1912.0,,GAS,unknown,unknown,425000,,25.0,FITTED_OUT,False,1.0,False,False,111.0
4498,APARTMENT,GROUND_FLOOR,2,1.0,Flandres,Anvers,2070,0.0,115.0,GOOD,1912.0,,GAS,unknown,unknown,475000,78.0,34.0,FITTED_OUT,False,1.0,False,False,111.0
4499,APARTMENT,DUPLEX,2,1.0,Flandres,Anvers,2070,0.0,147.0,GOOD,1912.0,,GAS,unknown,unknown,575000,,15.0,FITTED_OUT,False,1.0,False,False,111.0
4500,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2610,2.0,91.0,JUST_RENOVATED,1970.0,2.0,GAS,HYPER_EQUIPPED,A,259000,,4.0,unknown,True,,False,False,53.0
4501,APARTMENT,APARTMENT,3,2.0,Flandres,Brabant Flamand,1770,0.0,103.0,AS_NEW,,,unknown,HYPER_EQUIPPED,unknown,399900,,53.0,RESIDENTIAL,False,,True,False,
4502,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8370,2.0,83.0,GOOD,,,ELECTRIC,unknown,D,189000,,,unknown,False,3.0,True,False,
4503,HOUSE,HOUSE,2,1.0,Wallonie,Luxembourg,6940,,80.0,unknown,,,FUELOIL,unknown,E,130000,,,COUNTRY,False,,False,False,
4504,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9940,,196.0,TO_BE_DONE_UP,1997.0,,unknown,unknown,C,399000,700.0,,unknown,False,13.0,False,False,26.0
4505,HOUSE,MANSION,7,2.0,Flandres,Anvers,2018,,380.0,TO_RENOVATE,1928.0,,GAS,unknown,unknown,1200000,40.0,7.0,URBAN,False,8.0,False,False,95.0
4506,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1180,2.0,90.0,AS_NEW,2000.0,,GAS,USA_HYPER_EQUIPPED,D,330000,,3.0,unknown,False,,False,False,23.0
4507,HOUSE,HOUSE,2,2.0,Flandres,Flandre Occidentale,8750,,193.0,AS_NEW,2007.0,,GAS,USA_HYPER_EQUIPPED,C,515000,,,COUNTRY,False,,False,False,16.0
4508,HOUSE,HOUSE,4,3.0,Flandres,Flandre Occidentale,8300,,344.0,unknown,2016.0,,GAS,HYPER_EQUIPPED,B,3950000,,,unknown,False,18.0,False,False,7.0
4509,HOUSE,APARTMENT_BLOCK,11,5.0,Flandres,Flandre Orientale,9052,,,AS_NEW,,,unknown,unknown,C,1775000,,,unknown,False,,False,False,
4510,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2450,,225.0,unknown,1968.0,,unknown,unknown,C,339000,,,unknown,False,,False,False,55.0
4511,HOUSE,FARMHOUSE,4,1.0,Flandres,Anvers,2320,,250.0,GOOD,1987.0,4.0,FUELOIL,INSTALLED,D,749000,,,COUNTRY,False,,False,False,36.0
4512,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9000,,180.0,unknown,2024.0,,unknown,INSTALLED,unknown,595000,187.0,,unknown,False,5.0,False,False,-1.0
4513,HOUSE,HOUSE,3,,Flandres,Limbourg,3600,,235.0,unknown,1964.0,,FUELOIL,SEMI_EQUIPPED,unknown,379000,,,unknown,False,,False,False,59.0
4514,HOUSE,HOUSE,2,1.0,Flandres,Brabant Flamand,3020,,178.0,unknown,2003.0,,unknown,unknown,C,485000,,,unknown,False,,False,False,20.0
4515,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9000,,192.0,unknown,2023.0,,unknown,INSTALLED,unknown,560000,75.0,,unknown,False,5.0,False,False,0.0
4516,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9000,,192.0,unknown,2023.0,,unknown,INSTALLED,unknown,560000,75.0,,unknown,False,5.0,False,False,0.0
4517,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9000,,192.0,unknown,2023.0,,unknown,INSTALLED,unknown,560000,75.0,,unknown,False,5.0,False,False,0.0
4518,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9000,,192.0,unknown,2024.0,,unknown,INSTALLED,unknown,519000,75.0,,unknown,False,5.0,False,False,-1.0
4519,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9000,,180.0,unknown,2024.0,,unknown,INSTALLED,unknown,545000,79.0,,unknown,False,5.0,False,False,-1.0
4520,HOUSE,HOUSE,2,,Flandres,Flandre Occidentale,8792,,,unknown,2023.0,,unknown,unknown,A,239500,,,COUNTRY,False,,False,False,0.0
4521,HOUSE,VILLA,4,2.0,Flandres,Brabant Flamand,1600,,158.0,JUST_RENOVATED,1954.0,,GAS,INSTALLED,B,429000,,11.0,unknown,False,,True,False,69.0
4522,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8301,,126.0,JUST_RENOVATED,1960.0,1.0,GAS,INSTALLED,B,639000,,,unknown,False,,False,False,63.0
4523,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9790,,121.0,unknown,,,unknown,unknown,unknown,310000,,,COUNTRY,False,,False,False,
4524,HOUSE,VILLA,3,2.0,Flandres,Flandre Occidentale,8820,,310.0,GOOD,2005.0,4.0,GAS,INSTALLED,B,619000,,,unknown,False,,False,False,18.0
4525,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9000,,192.0,unknown,2024.0,,unknown,INSTALLED,unknown,560000,75.0,,unknown,False,5.0,False,False,-1.0
4526,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9000,,164.0,GOOD,2008.0,,GAS,INSTALLED,B,349000,,,unknown,False,,False,False,15.0
4527,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9940,,150.0,TO_RENOVATE,1969.0,,FUELOIL,INSTALLED,E,259000,,,unknown,False,,False,False,54.0
4528,HOUSE,MIXED_USE_BUILDING,3,1.0,Flandres,Flandre Occidentale,8301,,114.0,unknown,,,unknown,unknown,F,895000,,,unknown,False,7.0,False,False,
4529,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9000,,237.0,TO_BE_DONE_UP,,,GAS,INSTALLED,D,595000,,,unknown,False,,False,False,
4530,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9940,,102.0,GOOD,1971.0,,GAS,INSTALLED,D,359000,,,unknown,False,,False,False,52.0
4531,APARTMENT,APARTMENT,2,,Wallonie,Namur,5030,2.0,101.0,AS_NEW,,,unknown,unknown,unknown,301907,,14.0,COUNTRY,False,,False,False,
4532,APARTMENT,KOT,9,9.0,Flandres,Brabant Flamand,3000,0.0,,JUST_RENOVATED,,2.0,GAS,USA_HYPER_EQUIPPED,unknown,2217500,30.0,,unknown,False,,True,False,
4533,APARTMENT,LOFT,2,2.0,Bruxelles,Bruxelles,1000,2.0,235.0,AS_NEW,2008.0,,GAS,USA_HYPER_EQUIPPED,C,515000,,12.0,unknown,False,,False,False,15.0
4534,APARTMENT,FLAT_STUDIO,0,,Wallonie,Liège,4020,5.0,,unknown,,,unknown,unknown,C,95000,,,unknown,False,,False,False,
4535,APARTMENT,LOFT,2,2.0,Bruxelles,Bruxelles,1080,2.0,235.0,AS_NEW,2008.0,,GAS,USA_HYPER_EQUIPPED,C,515000,,12.0,RESIDENTIAL,False,,False,False,15.0
4536,APARTMENT,APARTMENT,3,1.0,Flandres,Anvers,2018,2.0,91.0,GOOD,1958.0,2.0,unknown,unknown,C,289000,,,unknown,False,,False,False,65.0
4537,APARTMENT,APARTMENT,2,1.0,Flandres,Brabant Flamand,1853,2.0,90.0,GOOD,1983.0,2.0,ELECTRIC,HYPER_EQUIPPED,C,295000,,10.0,unknown,False,,True,False,40.0
4538,APARTMENT,DUPLEX,2,1.0,Bruxelles,Bruxelles,1070,3.0,83.0,TO_BE_DONE_UP,1970.0,3.0,GAS,USA_INSTALLED,E,240000,,,URBAN,False,,False,False,53.0
4539,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8300,2.0,85.0,JUST_RENOVATED,1986.0,2.0,GAS,USA_HYPER_EQUIPPED,B,495000,,5.0,unknown,False,,False,False,37.0
4540,APARTMENT,APARTMENT,3,1.0,Flandres,Anvers,2018,1.0,116.0,GOOD,1958.0,2.0,GAS,INSTALLED,B,499000,,8.0,URBAN,False,,False,False,65.0
4541,APARTMENT,APARTMENT,2,2.0,Flandres,Flandre Occidentale,8300,1.0,84.0,AS_NEW,1978.0,2.0,GAS,USA_HYPER_EQUIPPED,B,645000,,4.0,LANDSCAPE,False,,False,False,45.0
4542,HOUSE,BUNGALOW,3,1.0,Flandres,Anvers,2930,,270.0,AS_NEW,1987.0,4.0,unknown,INSTALLED,A,895000,,,unknown,True,,False,True,36.0
