,type_of_property,subtype_of_property,bedrooms,bathrooms,region,province,postal_code,floor,living_area,state_of_property,year_of_construction,facade_count,heating,kitchen,epc_score,price,garden,terrace,neighborhood_type,fireplace,rooms,furnished,pools,age_of_property
11595,APARTMENT,APARTMENT,3,1.0,Flandres,Anvers,2018,3.0,119.0,GOOD,1956.0,2.0,unknown,HYPER_EQUIPPED,B,410000,,,RESIDENTIAL,False,,False,False,67.0
11596,APARTMENT,DUPLEX,4,2.0,Bruxelles,Bruxelles,1180,1.0,197.0,GOOD,1994.0,,GAS,HYPER_EQUIPPED,D,795000,,16.0,RESIDENTIAL,False,,False,False,29.0
11597,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2610,2.0,81.0,JUST_RENOVATED,1971.0,2.0,GAS,INSTALLED,B,294000,,,unknown,True,,False,False,52.0
11598,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Orientale,9220,0.0,102.0,AS_NEW,,3.0,GAS,HYPER_EQUIPPED,C,235000,,,unknown,True,,False,False,
11599,APARTMENT,APARTMENT,1,1.0,Flandres,Anvers,2050,3.0,78.0,unknown,2022.0,,unknown,HYPER_EQUIPPED,unknown,295000,,11.0,unknown,True,,False,False,1.0
11600,APARTMENT,PENTHOUSE,1,1.0,Flandres,Anvers,2050,3.0,78.0,unknown,2022.0,,unknown,HYPER_EQUIPPED,unknown,295000,,11.0,unknown,True,,False,False,1.0
11601,HOUSE,APARTMENT_BLOCK,6,3.0,Wallonie,Hainaut,6020,,210.0,JUST_RENOVATED,,3.0,GAS,unknown,C,315000,,,unknown,False,,False,False,
11602,APARTMENT,APARTMENT,3,1.0,Flandres,Anvers,2610,0.0,115.0,TO_BE_DONE_UP,1979.0,3.0,GAS,SEMI_EQUIPPED,C,275000,,16.0,unknown,True,,False,False,44.0
11603,HOUSE,VILLA,5,3.0,Wallonie,Hainaut,7522,,356.0,AS_NEW,1992.0,4.0,FUELOIL,INSTALLED,C,575000,,,unknown,False,,False,False,31.0
11604,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,6181,,130.0,JUST_RENOVATED,,4.0,GAS,INSTALLED,D,249000,620.0,30.0,ISOLATED,False,,False,False,
11605,HOUSE,VILLA,5,2.0,Wallonie,Hainaut,7542,,345.0,AS_NEW,,4.0,unknown,INSTALLED,B,1100000,,,unknown,False,6.0,False,True,
11606,HOUSE,VILLA,5,3.0,Wallonie,Hainaut,7500,,330.0,GOOD,1985.0,4.0,GAS,INSTALLED,D,650000,,,unknown,False,,False,False,38.0
11607,HOUSE,MANSION,4,1.0,Flandres,Flandre Orientale,9600,,244.0,GOOD,1947.0,2.0,GAS,INSTALLED,C,295000,120.0,28.0,RESIDENTIAL,False,,False,False,76.0
11608,HOUSE,OTHER_PROPERTY,4,3.0,Flandres,Limbourg,3700,,390.0,AS_NEW,,4.0,GAS,HYPER_EQUIPPED,unknown,1925000,,,unknown,False,5.0,False,False,
11609,HOUSE,HOUSE,3,2.0,Flandres,Flandre Orientale,9600,,182.0,GOOD,1930.0,2.0,GAS,HYPER_EQUIPPED,B,259000,60.0,10.0,RESIDENTIAL,False,,False,False,93.0
11610,HOUSE,VILLA,4,1.0,Flandres,Anvers,2300,,180.0,unknown,1958.0,4.0,GAS,unknown,C,699000,,40.0,RESIDENTIAL,False,,False,False,65.0
11611,HOUSE,VILLA,4,2.0,Flandres,Flandre Occidentale,8930,,320.0,AS_NEW,1975.0,4.0,GAS,USA_HYPER_EQUIPPED,B,549000,250.0,50.0,unknown,False,,False,False,48.0
11612,HOUSE,COUNTRY_COTTAGE,4,1.0,Flandres,Anvers,2260,,602.0,TO_RENOVATE,1941.0,4.0,unknown,unknown,F,649000,,,unknown,False,,False,False,82.0
11613,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7740,,120.0,AS_NEW,2021.0,2.0,GAS,INSTALLED,A,270000,,,unknown,False,,False,False,2.0
11614,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9308,,273.0,GOOD,1965.0,3.0,unknown,unknown,A,625000,,,unknown,False,,False,False,58.0
11615,HOUSE,HOUSE,5,3.0,Wallonie,Liège,4000,,193.0,AS_NEW,,4.0,FUELOIL,INSTALLED,B,550000,,,unknown,False,,False,False,
11616,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2300,,249.0,GOOD,1952.0,3.0,unknown,unknown,D,369000,,,unknown,False,,False,False,71.0
11617,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2990,,,AS_NEW,,3.0,unknown,unknown,A,599000,,,ISOLATED,False,,False,False,
11618,HOUSE,VILLA,5,3.0,Flandres,Anvers,2970,,515.0,unknown,1987.0,4.0,ELECTRIC,USA_HYPER_EQUIPPED,E,1198000,,,RESIDENTIAL,False,,False,True,36.0
11619,HOUSE,HOUSE,3,1.0,Bruxelles,Bruxelles,1020,,160.0,unknown,,3.0,unknown,unknown,unknown,290000,31.0,,unknown,True,,False,False,
11620,HOUSE,HOUSE,5,3.0,Wallonie,Liège,4031,,193.0,AS_NEW,,4.0,FUELOIL,INSTALLED,B,550000,,,unknown,False,,False,False,
11621,HOUSE,HOUSE,5,1.0,Flandres,Anvers,2650,,176.0,GOOD,1890.0,2.0,GAS,INSTALLED,C,395000,,79.0,unknown,True,,False,False,133.0
11622,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8370,,140.0,TO_BE_DONE_UP,1938.0,2.0,GAS,NOT_INSTALLED,C,249000,,15.0,URBAN,False,,False,False,85.0
11623,HOUSE,HOUSE,3,2.0,Flandres,Flandre Orientale,9500,,175.0,AS_NEW,1930.0,2.0,GAS,INSTALLED,C,210000,,30.0,RESIDENTIAL,False,,False,False,93.0
11624,HOUSE,TOWN_HOUSE,3,,Flandres,Brabant Flamand,1930,,135.0,AS_NEW,1968.0,2.0,GAS,unknown,B,298000,,,unknown,False,,False,False,55.0
11625,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2900,,216.0,GOOD,1953.0,2.0,GAS,HYPER_EQUIPPED,B,389000,,,ISOLATED,False,,False,False,70.0
11626,HOUSE,HOUSE,4,1.0,Wallonie,Liège,4100,,150.0,TO_RENOVATE,,2.0,unknown,unknown,G,135000,,11.0,ISOLATED,False,,False,False,
11627,HOUSE,HOUSE,3,2.0,Flandres,Anvers,2550,,238.0,unknown,1986.0,4.0,unknown,HYPER_EQUIPPED,C,615000,,,unknown,False,,False,False,37.0
11628,APARTMENT,APARTMENT,2,,Wallonie,Hainaut,7050,0.0,80.0,AS_NEW,,,GAS,INSTALLED,B,190000,,,URBAN,False,,False,False,
11629,HOUSE,APARTMENT_BLOCK,3,2.0,Wallonie,Liège,4610,,154.0,TO_BE_DONE_UP,,3.0,GAS,INSTALLED,G,269000,,,RESIDENTIAL,False,,False,False,
11630,APARTMENT,APARTMENT,2,,Wallonie,Hainaut,7050,1.0,80.0,AS_NEW,,,GAS,INSTALLED,A,195000,,,URBAN,False,,False,False,
11631,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8940,,323.0,GOOD,,,FUELOIL,unknown,unknown,349000,,,unknown,False,4.0,False,False,
11632,HOUSE,HOUSE,3,2.0,Wallonie,Liège,4020,,110.0,GOOD,,3.0,GAS,INSTALLED,E,214000,90.0,15.0,COUNTRY,False,,False,False,
11633,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8790,,133.0,GOOD,,2.0,GAS,INSTALLED,C,249000,,,unknown,False,,False,False,
11634,APARTMENT,APARTMENT,2,,Wallonie,Hainaut,7050,2.0,80.0,AS_NEW,,,GAS,INSTALLED,A,198000,,,URBAN,False,,False,False,
11635,APARTMENT,APARTMENT,2,,Wallonie,Hainaut,7050,2.0,80.0,AS_NEW,,,GAS,INSTALLED,A,205000,,,URBAN,False,,False,False,
11636,APARTMENT,APARTMENT,2,,Wallonie,Hainaut,7050,2.0,86.0,AS_NEW,2020.0,,GAS,INSTALLED,A,225000,,,unknown,False,,False,False,3.0
11637,APARTMENT,APARTMENT,2,,Wallonie,Hainaut,7050,1.0,80.0,AS_NEW,,,GAS,INSTALLED,A,198000,,,URBAN,False,,False,False,
11638,APARTMENT,PENTHOUSE,3,1.0,Wallonie,Hainaut,7050,3.0,139.0,AS_NEW,2020.0,,GAS,INSTALLED,B,335000,,,unknown,False,,False,False,3.0
11639,APARTMENT,PENTHOUSE,2,,Wallonie,Hainaut,7050,3.0,116.0,AS_NEW,2020.0,,GAS,INSTALLED,A,295000,,,unknown,False,,False,False,3.0
11640,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8400,3.0,72.0,GOOD,1951.0,2.0,unknown,unknown,B,269000,,,URBAN,False,,False,False,72.0
11641,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8400,1.0,82.0,GOOD,1969.0,2.0,unknown,INSTALLED,E,249000,,,URBAN,False,,False,False,54.0
11642,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1030,3.0,73.0,unknown,,2.0,GAS,INSTALLED,G,249000,,,unknown,False,,False,False,
11643,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Orientale,9300,2.0,128.0,unknown,2021.0,4.0,GAS,INSTALLED,A,499000,,33.0,unknown,True,,False,False,2.0
11644,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8370,1.0,135.0,AS_NEW,2022.0,4.0,unknown,HYPER_EQUIPPED,A,675000,,13.0,RESIDENTIAL,False,3.0,False,False,1.0
11645,APARTMENT,APARTMENT,2,1.0,Wallonie,Hainaut,7500,4.0,93.0,JUST_RENOVATED,,2.0,unknown,USA_HYPER_EQUIPPED,D,185000,,,unknown,False,,False,False,
11646,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Orientale,9700,0.0,97.0,GOOD,,2.0,unknown,unknown,unknown,309900,,21.0,unknown,True,,False,False,
11647,APARTMENT,APARTMENT,1,1.0,Flandres,Flandre Occidentale,8430,3.0,32.0,JUST_RENOVATED,,,GAS,unknown,B,149000,,,unknown,False,2.0,True,False,
11648,APARTMENT,APARTMENT,1,1.0,Flandres,Flandre Orientale,9700,0.0,89.0,GOOD,,2.0,unknown,unknown,unknown,299900,,32.0,unknown,True,,False,False,
11649,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,7011,,120.0,TO_BE_DONE_UP,,4.0,FUELOIL,unknown,D,225000,,,unknown,True,,False,False,
11650,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Orientale,9700,0.0,104.0,GOOD,,2.0,unknown,INSTALLED,unknown,329900,,22.0,unknown,True,,False,False,
11651,HOUSE,HOUSE,8,3.0,Bruxelles,Bruxelles,1020,,213.0,GOOD,1920.0,2.0,GAS,unknown,G,550000,,,unknown,False,,False,False,103.0
11652,HOUSE,HOUSE,3,1.0,Wallonie,Luxembourg,6810,,135.0,TO_BE_DONE_UP,,2.0,WOOD,unknown,D,179000,,18.0,URBAN,False,,False,False,
11653,HOUSE,HOUSE,5,1.0,Flandres,Anvers,2340,,248.0,AS_NEW,2016.0,4.0,GAS,HYPER_EQUIPPED,A,575000,,,RESIDENTIAL,False,,False,False,7.0
11654,HOUSE,HOUSE,3,3.0,Wallonie,Liège,4870,,295.0,GOOD,,4.0,GAS,INSTALLED,B,799000,3000.0,50.0,unknown,False,,False,True,
11655,HOUSE,HOUSE,2,1.0,Wallonie,Liège,4140,,109.0,TO_RENOVATE,,3.0,FUELOIL,INSTALLED,E,175000,,,unknown,False,,False,False,
11656,HOUSE,HOUSE,2,1.0,Wallonie,Liège,4171,,120.0,JUST_RENOVATED,,2.0,unknown,USA_SEMI_EQUIPPED,F,169000,,20.0,unknown,False,,False,False,
11657,HOUSE,MIXED_USE_BUILDING,3,1.0,Flandres,Flandre Orientale,9840,,426.0,unknown,,2.0,FUELOIL,unknown,unknown,399000,,,URBAN,False,,False,False,
11658,HOUSE,HOUSE,5,2.0,Bruxelles,Bruxelles,1150,,356.0,AS_NEW,2024.0,3.0,unknown,USA_SEMI_EQUIPPED,A,1795000,,54.0,RESIDENTIAL,False,6.0,False,False,-1.0
11659,HOUSE,VILLA,6,4.0,Wallonie,Brabant Wallon,1460,,450.0,AS_NEW,2013.0,4.0,GAS,HYPER_EQUIPPED,A,675000,900.0,70.0,unknown,False,,False,False,10.0
11660,HOUSE,HOUSE,3,1.0,Wallonie,Brabant Wallon,1325,,200.0,GOOD,,4.0,FUELOIL,INSTALLED,D,445000,,,COUNTRY,False,,False,True,
11661,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,1950,,135.0,TO_BE_DONE_UP,1966.0,2.0,GAS,NOT_INSTALLED,E,395000,78.0,10.0,ISOLATED,False,,False,False,57.0
11662,HOUSE,VILLA,6,4.0,Wallonie,Hainaut,7090,,450.0,AS_NEW,2013.0,4.0,GAS,HYPER_EQUIPPED,A,675000,900.0,70.0,unknown,False,,False,False,10.0
11663,HOUSE,HOUSE,3,2.0,Wallonie,Brabant Wallon,1495,,204.0,AS_NEW,,2.0,ELECTRIC,USA_HYPER_EQUIPPED,B,395000,600.0,12.0,ISOLATED,False,,False,False,
11664,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7534,,120.0,GOOD,1985.0,3.0,FUELOIL,INSTALLED,G,205000,80.0,16.0,unknown,False,,False,False,38.0
11665,HOUSE,VILLA,5,3.0,Flandres,Brabant Flamand,1780,,405.0,AS_NEW,2003.0,4.0,unknown,HYPER_EQUIPPED,B,1820000,1000.0,127.0,unknown,False,6.0,False,False,20.0
11666,HOUSE,HOUSE,2,1.0,Wallonie,Hainaut,7110,,113.0,TO_RENOVATE,,2.0,unknown,unknown,E,127500,,,unknown,False,,False,False,
11667,HOUSE,HOUSE,4,1.0,Wallonie,Liège,4621,,162.0,AS_NEW,2000.0,2.0,GAS,INSTALLED,C,319000,,,unknown,False,,False,False,23.0
11668,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9300,,215.0,GOOD,1949.0,2.0,GAS,HYPER_EQUIPPED,C,425000,,,unknown,False,,False,False,74.0
11669,HOUSE,HOUSE,4,2.0,Flandres,Anvers,2800,,225.0,AS_NEW,,2.0,GAS,HYPER_EQUIPPED,B,585000,150.0,50.0,unknown,False,,False,False,
11670,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2850,,159.0,GOOD,1966.0,2.0,GAS,HYPER_EQUIPPED,C,339000,,,unknown,True,,False,False,57.0
11671,HOUSE,HOUSE,5,2.0,Flandres,Anvers,2650,,224.0,GOOD,1961.0,3.0,unknown,USA_HYPER_EQUIPPED,B,650000,250.0,31.0,URBAN,False,,False,False,62.0
11672,HOUSE,HOUSE,6,2.0,Bruxelles,Bruxelles,1081,,200.0,TO_BE_DONE_UP,,2.0,FUELOIL,SEMI_EQUIPPED,G,379000,,,URBAN,False,,False,False,
11673,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2300,,153.0,unknown,1960.0,2.0,GAS,USA_HYPER_EQUIPPED,C,237000,,12.0,unknown,False,,False,False,63.0
11674,HOUSE,MANSION,3,1.0,Wallonie,Hainaut,6030,,163.0,TO_BE_DONE_UP,,2.0,GAS,unknown,E,90000,,15.0,ISOLATED,False,,False,False,
11675,HOUSE,HOUSE,2,1.0,Wallonie,Hainaut,6240,,148.0,TO_RESTORE,,3.0,unknown,unknown,unknown,169000,,,unknown,False,,False,False,
11676,HOUSE,HOUSE,2,1.0,Flandres,Brabant Flamand,1970,,146.0,unknown,1964.0,4.0,GAS,unknown,F,349000,,,ISOLATED,False,,False,False,59.0
11677,HOUSE,HOUSE,2,1.0,Wallonie,Hainaut,6240,,148.0,TO_RESTORE,,3.0,unknown,unknown,unknown,179000,,,unknown,False,,False,False,
11678,HOUSE,HOUSE,2,1.0,Wallonie,Hainaut,6240,,130.0,TO_RESTORE,,4.0,unknown,unknown,unknown,185000,,,unknown,False,,False,False,
11679,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8660,1.0,65.0,JUST_RENOVATED,1960.0,2.0,ELECTRIC,unknown,A,245000,,,unknown,False,,False,False,63.0
11680,APARTMENT,APARTMENT,1,1.0,Flandres,Flandre Occidentale,8420,1.0,42.0,unknown,1949.0,2.0,ELECTRIC,unknown,E,129000,,,unknown,False,,False,False,74.0
11681,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8400,0.0,84.0,GOOD,1969.0,,GAS,unknown,E,179500,21.0,,FITTED_OUT,False,1.0,False,False,54.0
11682,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8501,0.0,103.0,GOOD,2009.0,,unknown,unknown,B,238000,,,FITTED_OUT,False,2.0,False,False,14.0
11683,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2930,2.0,108.0,GOOD,2014.0,2.0,GAS,INSTALLED,B,469000,17000.0,28.0,unknown,True,,False,False,9.0
11684,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8660,2.0,65.0,JUST_RENOVATED,1960.0,2.0,ELECTRIC,unknown,A,245000,,,unknown,False,,False,False,63.0
11685,HOUSE,HOUSE,6,2.0,Flandres,Anvers,2950,,400.0,unknown,,4.0,unknown,unknown,F,2495000,,,unknown,False,,False,False,
11686,HOUSE,VILLA,5,5.0,Flandres,Anvers,2020,,450.0,TO_RENOVATE,1958.0,4.0,FUELOIL,unknown,E,1800000,,,unknown,False,6.0,False,False,65.0
11687,APARTMENT,APARTMENT,1,1.0,Flandres,Flandre Occidentale,8620,4.0,55.0,unknown,1968.0,2.0,unknown,SEMI_EQUIPPED,C,165000,,,URBAN,True,,True,False,55.0
11688,APARTMENT,SERVICE_FLAT,2,1.0,Flandres,Flandre Occidentale,8670,0.0,85.0,GOOD,2019.0,2.0,GAS,INSTALLED,unknown,299000,,,unknown,False,,False,False,4.0
11689,HOUSE,VILLA,5,3.0,Wallonie,Brabant Wallon,1430,,410.0,GOOD,1990.0,4.0,unknown,HYPER_EQUIPPED,C,750000,,180.0,unknown,False,,False,True,33.0
11690,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3511,,,unknown,1992.0,3.0,unknown,HYPER_EQUIPPED,E,269900,,,unknown,False,,False,False,31.0
11691,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8500,1.0,95.0,GOOD,2023.0,2.0,unknown,unknown,unknown,315000,20.0,,URBAN,False,,False,False,0.0
11692,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3500,,165.0,AS_NEW,2012.0,2.0,unknown,unknown,B,469000,,,unknown,False,,False,False,11.0
11693,HOUSE,MIXED_USE_BUILDING,7,4.0,Bruxelles,Bruxelles,1060,,,GOOD,,2.0,unknown,unknown,unknown,1450000,,,unknown,False,,False,False,
11694,HOUSE,HOUSE,3,1.0,Wallonie,Liège,4821,,100.0,unknown,,2.0,GAS,unknown,E,229000,144.0,,ISOLATED,False,,False,False,
11695,HOUSE,HOUSE,6,2.0,Bruxelles,Bruxelles,1030,,268.0,AS_NEW,1935.0,2.0,GAS,HYPER_EQUIPPED,G,925000,100.0,40.0,URBAN,False,,False,False,88.0
11696,HOUSE,HOUSE,6,3.0,Wallonie,Liège,4860,,260.0,AS_NEW,,3.0,GAS,HYPER_EQUIPPED,D,350000,150.0,45.0,URBAN,False,,False,False,
11697,HOUSE,VILLA,6,3.0,Flandres,Brabant Flamand,3090,,210.0,GOOD,1955.0,4.0,GAS,INSTALLED,D,750000,,,unknown,False,,False,False,68.0
11698,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9300,,160.0,AS_NEW,,2.0,GAS,HYPER_EQUIPPED,B,275000,,,URBAN,False,,False,False,
11699,HOUSE,VILLA,3,2.0,Wallonie,Brabant Wallon,1410,,330.0,AS_NEW,2002.0,4.0,GAS,HYPER_EQUIPPED,B,895000,,,unknown,False,,False,False,21.0
11700,HOUSE,HOUSE,5,4.0,Bruxelles,Bruxelles,1160,,560.0,AS_NEW,,2.0,GAS,HYPER_EQUIPPED,D,1895000,250.0,47.0,unknown,False,6.0,False,False,
11701,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7740,,204.0,GOOD,1950.0,2.0,GAS,NOT_INSTALLED,D,235000,670.0,30.0,unknown,False,,False,False,73.0
11702,HOUSE,HOUSE,4,2.0,Wallonie,Hainaut,7730,,184.0,JUST_RENOVATED,1950.0,3.0,unknown,SEMI_EQUIPPED,B,359000,1100.0,80.0,unknown,False,,False,False,73.0
11703,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,7080,,200.0,TO_RENOVATE,,2.0,GAS,unknown,E,100000,,15.0,unknown,False,,False,False,
11704,HOUSE,EXCEPTIONAL_PROPERTY,6,3.0,Wallonie,Liège,4360,,434.0,TO_RENOVATE,1950.0,4.0,GAS,unknown,C,580000,2018.0,41.0,URBAN,False,,False,False,73.0
11705,HOUSE,HOUSE,5,2.0,Wallonie,Hainaut,7130,,220.0,GOOD,1957.0,2.0,GAS,INSTALLED,D,299900,400.0,35.0,URBAN,False,,False,False,66.0
11706,HOUSE,APARTMENT_BLOCK,3,2.0,Wallonie,Liège,4100,,200.0,GOOD,,2.0,GAS,USA_SEMI_EQUIPPED,C,275000,,28.0,ISOLATED,False,,False,False,
11707,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2070,,136.0,TO_RENOVATE,1934.0,2.0,GAS,unknown,F,210000,34.0,,unknown,False,,False,False,89.0
11708,HOUSE,PAVILION,1,1.0,Wallonie,Liège,4920,,48.0,unknown,1981.0,3.0,ELECTRIC,unknown,G,120000,280.0,,unknown,False,3.0,False,False,42.0
11709,HOUSE,VILLA,4,1.0,Wallonie,Namur,5570,,160.0,AS_NEW,2023.0,4.0,unknown,HYPER_EQUIPPED,unknown,259900,,,unknown,False,,False,False,0.0
11710,HOUSE,HOUSE,3,1.0,Wallonie,Liège,4530,,150.0,TO_RENOVATE,,4.0,unknown,unknown,F,175000,1600.0,60.0,ISOLATED,False,,False,False,
11711,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,3300,,123.0,GOOD,1918.0,2.0,GAS,SEMI_EQUIPPED,D,213000,,,unknown,True,,False,False,105.0
11712,HOUSE,HOUSE,4,2.0,Flandres,Anvers,2100,,113.0,GOOD,,2.0,GAS,SEMI_EQUIPPED,E,279000,,6.0,unknown,True,,False,False,
11713,HOUSE,HOUSE,2,1.0,Wallonie,Hainaut,7080,,112.0,GOOD,,2.0,GAS,INSTALLED,F,120000,,,unknown,False,,False,False,
11714,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2860,,134.0,TO_BE_DONE_UP,1918.0,3.0,GAS,SEMI_EQUIPPED,E,320000,,,COUNTRY,True,,False,False,105.0
11715,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,3221,,192.0,GOOD,1931.0,4.0,FUELOIL,INSTALLED,D,415000,730.0,40.0,unknown,True,,False,False,92.0
11716,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9255,,160.0,GOOD,1975.0,4.0,GAS,INSTALLED,C,359000,,,RESIDENTIAL,False,,False,False,48.0
11717,APARTMENT,APARTMENT,3,1.0,Flandres,Flandre Occidentale,8470,0.0,160.0,GOOD,2001.0,2.0,GAS,INSTALLED,B,275000,14.0,,unknown,False,,False,False,22.0
11718,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2800,,160.0,JUST_RENOVATED,,2.0,GAS,USA_INSTALLED,E,380000,,,unknown,True,,False,False,
11719,APARTMENT,APARTMENT,0,,Flandres,Flandre Occidentale,8301,0.0,,GOOD,1981.0,,unknown,unknown,unknown,310000,,,FITTED_OUT,False,1.0,False,False,42.0
11721,APARTMENT,APARTMENT,1,1.0,Flandres,Flandre Occidentale,8370,2.0,43.0,GOOD,,,GAS,unknown,F,95000,,,unknown,False,2.0,True,False,
11722,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8430,4.0,69.0,GOOD,2001.0,2.0,ELECTRIC,INSTALLED,C,265000,,4.0,URBAN,False,,False,False,22.0
11723,APARTMENT,APARTMENT,1,,Flandres,Flandre Occidentale,8670,0.0,65.0,GOOD,1980.0,,ELECTRIC,unknown,D,269000,,,FITTED_OUT,False,5.0,False,False,43.0
11724,APARTMENT,GROUND_FLOOR,1,1.0,Bruxelles,Bruxelles,1081,0.0,100.0,unknown,1970.0,2.0,GAS,USA_INSTALLED,D,234000,,10.0,unknown,True,,False,False,53.0
11725,APARTMENT,APARTMENT,3,1.0,Flandres,Flandre Occidentale,8380,1.0,93.0,GOOD,1965.0,2.0,GAS,SEMI_EQUIPPED,B,265000,,3.0,unknown,False,,False,False,58.0
11726,APARTMENT,APARTMENT,3,,Wallonie,Namur,5500,1.0,179.0,AS_NEW,,2.0,GAS,INSTALLED,B,249000,,,unknown,True,,False,False,
11727,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1070,1.0,85.0,JUST_RENOVATED,1960.0,,GAS,HYPER_EQUIPPED,E,230000,,,unknown,False,,False,False,63.0
11728,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2050,2.0,80.0,AS_NEW,2011.0,3.0,GAS,HYPER_EQUIPPED,B,275000,,5.0,URBAN,False,,False,False,12.0
11729,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9920,,362.0,GOOD,1980.0,4.0,FUELOIL,INSTALLED,C,745000,,,unknown,False,,False,False,43.0
11730,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2930,2.0,90.0,unknown,1992.0,,GAS,unknown,B,250000,,,unknown,False,,False,False,31.0
11731,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2280,,307.0,GOOD,1937.0,4.0,FUELOIL,INSTALLED,C,698000,,,unknown,True,,False,True,86.0
11732,HOUSE,MANSION,4,2.0,Wallonie,Hainaut,7130,,250.0,GOOD,,2.0,GAS,INSTALLED,C,380000,,,RESIDENTIAL,False,,False,False,
11733,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8610,,206.0,GOOD,2017.0,2.0,GAS,unknown,B,398000,,,unknown,False,,False,False,6.0
11734,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8930,,175.0,GOOD,,,GAS,unknown,D,89000,,,unknown,False,4.0,False,False,
11735,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,1800,,144.0,AS_NEW,1950.0,2.0,GAS,INSTALLED,C,447000,50.0,,unknown,True,,False,False,73.0
11736,HOUSE,HOUSE,2,1.0,Wallonie,Liège,4670,,,TO_RENOVATE,,4.0,unknown,NOT_INSTALLED,G,130000,,,COUNTRY,False,,False,False,
11737,HOUSE,HOUSE,6,2.0,Flandres,Brabant Flamand,3360,,313.0,GOOD,,,GAS,unknown,A,699000,,,unknown,False,7.0,False,False,
11738,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7100,,123.0,unknown,,2.0,GAS,INSTALLED,G,199000,,19.0,URBAN,False,7.0,False,False,
11739,HOUSE,HOUSE,5,1.0,Wallonie,Liège,4340,,190.0,unknown,,3.0,unknown,unknown,B,299000,,40.0,unknown,False,,False,False,
11740,HOUSE,VILLA,5,3.0,Flandres,Flandre Occidentale,8300,,355.0,TO_RENOVATE,1973.0,4.0,GAS,HYPER_EQUIPPED,C,6950000,1350.0,,unknown,True,,False,False,50.0
11741,HOUSE,APARTMENT_BLOCK,8,4.0,Flandres,Anvers,2440,,410.0,GOOD,1975.0,2.0,GAS,SEMI_EQUIPPED,C,680000,,,unknown,True,,False,False,48.0
11742,HOUSE,HOUSE,7,2.0,Flandres,Anvers,2440,,280.0,unknown,,4.0,unknown,unknown,B,499000,,,unknown,False,,False,False,
11743,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2400,,,unknown,,3.0,unknown,unknown,unknown,380626,,,unknown,False,,False,False,
